"AnimalID","Sire","Dam","shell_color","poolID","famID","ABT","WW","ABT_t","gender","ABT_t_converted"
"LV_T829","YA_sire","C15_dam",1,7,"fam_50",29.24,61.75,-0.1598,2,-0.164386676392282
"LV_T837","YA_sire","C15_dam",1,7,"fam_50",29.24,69.23,-0.1598,2,-0.164386676392282
"LV_T841","YA_sire","C15_dam",1,7,"fam_50",30.15,64.96,0.5242,2,0.521654617439191
"LV_T846","YA_sire","C15_dam",1,7,"fam_0",29.93,0,0.3873,2,0.384460802559278
"LV_T852","YA_sire","C15_dam",1,4,"fam_50",29.01,47.89,-0.2966,1,-0.301886150894337
"LV_T866","YA_sire","C15_dam",1,4,"fam_50",30.41,39.21,0.794,2,0.792028687748839
"LV_U007","102_D_sire","102_4_dam",1,2,"fam_52",31.36,43.63,1.419,1,1.41847903457261
"LV_U041","102_D_sire","102_4_dam",1,2,"fam_52",29.83,31.03,0.3321,1,0.329155420282307
"LV_U051","102_D_sire","102_4_dam",1,2,"fam_52",30.49,29.48,0.8327,2,0.830863128029929
"LV_U079","102_D_sire","102_4_dam",1,2,"fam_52",31.14,19.92,1.3036,1,1.30270598131748
"LV_U153","102_D_sire","102_4_dam",1,7,"fam_52",27.88,66.48,-1.179,1,-1.19398438453753
"LV_U176","102_D_sire","102_4_dam",1,7,"fam_52",28.31,46.78,-0.8187,2,-0.828048008175037
"LV_U204","102_D_sire","102_4_dam",1,4,"fam_52",31.56,42.29,1.5708,2,1.57074437098024
"LV_U236","102_D_sire","102_4_dam",1,7,"fam_52",29.1,59.63,-0.243,2,-0.247992606407835
"LV_U252","102_D_sire","102_4_dam",1,4,"fam_52",30.21,30.57,0.5963,1,0.593946688110712
"LV_U272","102_D_sire","102_4_dam",1,4,"fam_52",27.99,25.13,-1.0775,1,-1.09053463077408
"LV_U282","102_D_sire","102_4_dam",1,7,"fam_0",29.25,0,-0.1477,1,-0.152261243422404
"LV_U336","009_D_sire","009_4_dam",1,2,"fam_62",28.02,44.43,-1.0461,2,-1.05854089423673
"LV_U382","009_D_sire","009_4_dam",1,2,"fam_62",31.81,44.61,1.8757,2,1.87706231130567
"LV_U413","009_D_sire","009_4_dam",1,7,"fam_0",30.73,0,1.0358,2,1.03438671185319
"LV_U424","009_D_sire","009_4_dam",1,7,"fam_62",27.67,0,-1.3615,1,-1.38126514089974
"LV_U439","009_D_sire","009_4_dam",1,7,"fam_62",28.54,72.16,-0.6154,1,-0.622764195054534
"LV_U441","009_D_sire","009_4_dam",1,7,"fam_62",27.23,70.95,-1.8422,2,-1.88881070795617
"LV_U444","009_D_sire","009_4_dam",1,7,"fam_62",29.57,85.85,0.1336,1,0.130087985803812
"LV_U447","009_D_sire","009_4_dam",1,7,"fam_62",27.56,54.06,-1.4411,2,-1.46356770505629
"LV_U448","009_D_sire","009_4_dam",1,7,"fam_62",28.51,68.77,-0.6494,2,-0.657053531003305
"LV_U454","009_D_sire","009_4_dam",1,7,"fam_62",29.43,63.44,0.008,2,0.00399145689562563
"LV_U455","009_D_sire","009_4_dam",1,7,"fam_62",29.8,73.06,0.3029,1,0.299798040345134
"LV_U457","009_D_sire","009_4_dam",1,7,"fam_62",29.37,21.2,-0.0617,2,-0.065906545576651
"LV_U517","009_D_sire","009_4_dam",1,4,"fam_62",30.32,49.46,0.707,1,0.704869070467878
"LV_U527","009_D_sire","009_4_dam",1,7,"fam_62",28.61,70.98,-0.5821,2,-0.589191998573403
"LV_U539","009_D_sire","009_4_dam",1,7,"fam_62",29.68,71.77,0.2185,1,0.215191735139086
"LV_U547","009_D_sire","009_4_dam",1,7,"fam_62",28.23,72.83,-0.9113,2,-0.921694599949613
"LV_U549","009_D_sire","009_4_dam",1,7,"fam_62",28.51,80.5,-0.6494,2,-0.657053531003305
"LV_U592","009_D_sire","009_4_dam",1,7,"fam_62",29.39,49,-0.0298,2,-0.03393380488167
"LV_U597","009_D_sire","009_4_dam",1,7,"fam_62",27.44,40.86,-1.564,1,-1.59164288590439
"LV_U604","175_C_sire","175_3_dam",1,2,"fam_66",31.69,22.79,1.7431,1,1.74370701754201
"LV_U655","175_C_sire","175_3_dam",1,2,"fam_66",29.97,33.12,0.4153,1,0.412550047581939
"LV_U687","175_C_sire","175_3_dam",1,2,"fam_66",29.82,32.42,0.3237,1,0.320739720967915
"LV_U720","175_C_sire","175_3_dam",1,7,"fam_66",28.33,35.57,-0.8077,2,-0.816852476771834
"YI_F807","RR09_sire","RR44_dam",1,1,"fam_17",30.84,23.47,1.1287,2,1.12744557266742
"YI_G190","RR10_sire","RR47_dam",1,7,"fam_18",29.21,22.52,-0.184,1,-0.188712095180221
"YI_G265","RR10_sire","RR47_dam",1,7,"fam_18",26.83,38.45,-2.6384,1,-3.15730322273295
"YI_G291","RR10_sire","RR47_dam",1,7,"fam_18",29.97,39.05,0.4153,2,0.412550047581939
"YI_G307","RR10_sire","RR47_dam",1,1,"fam_18",28.35,18.57,-0.7913,2,-0.800248423689884
"YI_G508","NA_sire","N01_dam",1,1,"fam_40",30.94,26.2,1.187,1,1.18588228541607
"YI_G521","NA_sire","N01_dam",1,1,"fam_40",30.31,21.4,0.6943,1,0.692133487847842
"YI_G533","NA_sire","N01_dam",1,1,"fam_40",27.11,25.38,-2.0531,2,-2.12676648312456
"YI_G546","NA_sire","N01_dam",1,1,"fam_40",28.24,18.15,-0.8993,1,-0.909554838541739
"YI_G555","NA_sire","N01_dam",1,1,"fam_40",28.94,33.44,-0.3406,2,-0.346057685439508
"YI_G568","NA_sire","N01_dam",1,1,"fam_40",28.8,37.81,-0.4591,1,-0.465295655964844
"YI_G662","NA_sire","N01_dam",1,7,"fam_40",28.67,63.14,-0.5379,1,-0.544660173301546
"YI_G665","NA_sire","N01_dam",1,7,"fam_40",30.28,70.74,0.6767,1,0.674489750196082
"YI_G705","NA_sire","N01_dam",1,7,"fam_40",29.59,51.63,0.1578,2,0.154280546851203
"YI_G706","NA_sire","N01_dam",1,7,"fam_40",30.73,44.98,1.0358,2,1.03438671185319
"YI_G759","NA_sire","N01_dam",1,7,"fam_40",28.51,63.1,-0.6494,2,-0.657053531003305
"YI_G889","NA_sire","N01_dam",1,7,"fam_40",28.44,0,-0.725,1,-0.733299473365148
"YI_G918","NA_sire","N01_dam",1,1,"fam_40",28.54,38.61,-0.6154,2,-0.622764195054534
"YI_G937","NA_sire","N01_dam",1,4,"fam_0",29.93,0,0.3873,2,0.384460802559278
"YI_G996","NA_sire","N01_dam",1,7,"fam_40",28.67,56.82,-0.5379,1,-0.544660173301546
"YI_H027","ND_sire","N10_dam",1,1,"fam_41",29.08,33.61,-0.2512,2,-0.25623329531746
"YI_H033","ND_sire","N10_dam",1,1,"fam_41",27.07,37.53,-2.163,1,-2.25896840453922
"YI_H052","ND_sire","N10_dam",1,1,"fam_41",28.24,39.49,-0.8993,2,-0.909554838541739
"YI_H082","ND_sire","N10_dam",1,1,"fam_41",29.38,38.96,-0.0477,1,-0.0519121084794259
"YI_H116","ND_sire","N10_dam",1,7,"fam_41",27.95,77.04,-1.1249,1,-1.13882280010492
"YI_H144","ND_sire","N10_dam",1,7,"fam_41",28.57,29.63,-0.5963,1,-0.603496649222428
"YI_H147","ND_sire","N10_dam",1,7,"fam_41",27.4,84.02,-1.6587,1,-1.69137957240162
"YI_H155","ND_sire","N10_dam",1,7,"fam_41",29.57,51.9,0.1336,2,0.130087985803812
"YI_H171","ND_sire","N10_dam",1,7,"fam_41",28.09,35.78,-1.009,1,-1.0208514148185
"YI_H189","ND_sire","N10_dam",1,7,"fam_41",30.58,70.14,0.8963,1,0.89456604772315
"YI_H307","ND_sire","N10_dam",1,1,"fam_41",32,31.66,2.3687,2,2.37569523050188
"YI_H373","ND_sire","N10_dam",1,7,"fam_0",27.05,0,-2.2062,1,-2.31340036685498
"YI_H415","ND_sire","N10_dam",1,1,"fam_41",29.84,29.72,0.3384,2,0.33548249615897
"YI_H494","ND_sire","N10_dam",1,7,"fam_41",29.27,80.34,-0.1336,1,-0.138143017608229
"YI_H791","A14096_A_sire","A14096_1_dam",1,7,"fam_54",28.45,56.69,-0.7044,1,-0.71256552742236
"YI_H873","A14096_A_sire","A14096_1_dam",1,7,"fam_54",31.31,71.29,1.3923,1,1.39170172793582
"YI_H875","A14096_A_sire","A14096_1_dam",1,7,"fam_0",27.71,0,-1.3176,2,-1.3360630608901
"YI_I092","096_D_sire","096_4_dam",1,1,"fam_56",28.82,11.58,-0.4437,2,-0.44978393586925
"YI_I243","096_D_sire","096_4_dam",1,7,"fam_56",29.65,37.72,0.2022,2,0.198879906408582
"YI_I289","096_D_sire","096_4_dam",1,7,"fam_56",27.55,59.67,-1.4582,1,-1.48126852671352
"YI_I312","096_D_sire","096_4_dam",1,1,"fam_56",28.42,33.54,-0.7458,2,-0.754353571044931
"YI_I321","096_D_sire","096_4_dam",1,1,"fam_56",28.92,48.93,-0.3745,1,-0.380166727371964
"YI_I431","096_D_sire","096_4_dam",1,4,"fam_56",28.51,10.97,-0.6494,2,-0.657053531003305
"YI_I452","096_D_sire","096_4_dam",1,7,"fam_56",27.17,35.23,-1.9369,1,-1.99375949603508
"YI_I480","096_D_sire","096_4_dam",1,7,"fam_56",28.05,51.64,-1.0291,2,-1.04122593725047
"YI_I534","096_D_sire","096_4_dam",1,1,"fam_56",28.83,29.34,-0.4284,2,-0.434379696809412
"YI_I541","096_D_sire","096_4_dam",1,1,"fam_56",29.52,32.53,0.1016,2,0.0979468192684425
"YI_I587","096_D_sire","096_4_dam",1,1,"fam_56",27.95,28.81,-1.1249,1,-1.13882280010492
"YI_I628","DC_sire","C20_dam",1,7,"fam_60",29.52,19.9,0.1016,1,0.0979468192684425
"YI_I664","DC_sire","C20_dam",1,7,"fam_0",27.24,0,-1.8106,1,-1.85431387994432
"YI_I673","DC_sire","C20_dam",1,7,"fam_60",29.44,50.23,0.0179,1,0.0139705164768653
"YI_I752","DC_sire","C20_dam",1,7,"fam_60",30.38,57.55,0.7537,2,0.751703642612019
"YI_I823","DC_sire","C20_dam",1,1,"fam_60",30.58,42.05,0.8963,1,0.89456604772315
"YI_I833","DC_sire","C20_dam",1,4,"fam_60",28.72,39.94,-0.5015,1,-0.507983423733912
"YI_I858","DC_sire","C20_dam",1,7,"fam_60",28.43,70.88,-0.738,1,-0.746419550630255
"YI_I921","DC_sire","C20_dam",1,1,"fam_60",29.04,21.95,-0.278,1,-0.283139290759389
"YI_I933","DC_sire","C20_dam",1,4,"fam_0",29.49,0,0.0736,2,0.069907208113003
"YI_I992","DC_sire","C20_dam",1,7,"fam_60",28.65,78.73,-0.5518,2,-0.558602371732177
"YI_J021","099_B_sire","099_2_dam",1,1,"fam_75",27.79,40.18,-1.2672,2,-1.28427833081336
"YI_J050","099_B_sire","099_2_dam",1,1,"fam_75",28.29,46.89,-0.8412,1,-0.850756809119169
"YI_J058","099_B_sire","099_2_dam",1,1,"fam_75",29.72,39.04,0.2491,1,0.245935084705768
"YI_J071","099_B_sire","099_2_dam",1,1,"fam_75",29.41,44.02,-0.004,2,-0.00798297738332359
"YI_J073","099_B_sire","099_2_dam",1,1,"fam_75",28.35,45.39,-0.7913,2,-0.800248423689884
"YI_J077","099_B_sire","099_2_dam",1,1,"fam_75",28.57,33.01,-0.5963,2,-0.603496649222428
"YI_J093","099_B_sire","099_2_dam",1,1,"fam_75",30.07,41.3,0.4902,1,0.487652251281942
"YI_J155","099_B_sire","099_2_dam",1,7,"fam_75",28.66,58.25,-0.5448,1,-0.551617869114217
"YI_J243","099_B_sire","099_2_dam",1,7,"fam_75",28.96,44.16,-0.3258,1,-0.331262969335628
"YI_J291","099_B_sire","099_2_dam",1,7,"fam_75",29.1,89.26,-0.243,1,-0.247992606407835
"YI_J317","099_B_sire","099_2_dam",1,1,"fam_75",28.79,38.4,-0.4657,2,-0.471977743097395
"YI_J400","099_B_sire","099_2_dam",1,1,"fam_75",28.65,22.46,-0.5518,1,-0.558602371732177
"YI_J432","099_B_sire","099_2_dam",1,4,"fam_75",30.64,32.79,0.9574,1,0.955802599996442
"YI_J477","099_B_sire","099_2_dam",1,7,"fam_75",31.6,37.54,1.6746,2,1.67492450694208
"YI_J544","YD_sire","Y10_dam",1,1,"fam_79",28.69,43.2,-0.5219,1,-0.528526790051901
"YI_J618","YD_sire","Y10_dam",1,7,"fam_79",30.69,14.4,0.9894,2,0.987804491071109
"YI_J722","YD_sire","Y10_dam",1,7,"fam_0",30.21,0,0.5963,2,0.593946688110712
"YI_J730","YD_sire","Y10_dam",1,7,"fam_79",30.39,46,0.775,1,0.773053961585312
"YI_J742","YD_sire","Y10_dam",1,7,"fam_79",27.69,61.02,-1.3417,2,-1.36083170829032
"YI_J832","YD_sire","Y10_dam",1,4,"fam_79",30.98,63.15,1.1992,1,1.19806498311842
"ZI_V049","RC_sire","R19_dam",2,2,"fam_84",28,20.57,-1.0599,1,-1.07262480565533
"ZI_V134","RC_sire","R19_dam",2,7,"fam_84",27.77,43.46,-1.2806,2,-1.29805767790976
"ZI_V151","RC_sire","R19_dam",2,7,"fam_84",27.82,28.75,-1.2367,1,-1.25304018435762
"ZI_V198","RC_sire","R19_dam",2,7,"fam_84",27.49,22.93,-1.5311,2,-1.55718422926528
"ZI_V224","RC_sire","R19_dam",1,4,"fam_84",27.91,38.65,-1.1516,2,-1.16596011146932
"ZI_V232","RC_sire","R19_dam",2,7,"fam_84",30,35.57,0.4415,1,0.438770240853901
"ZI_V292","RC_sire","R19_dam",1,7,"fam_84",29.32,37.36,-0.0956,2,-0.0999523367853044
"ZI_W004","CA_sire","Y15_dam",1,3,"fam_24",30.49,44.49,0.8327,1,0.830863128029929
"ZI_W238","CD_sire","J12_dam",1,3,"fam_25",28.63,50.4,-0.5657,2,-0.572654012296242
"ZI_W251","CD_sire","J12_dam",1,3,"fam_25",28.1,35.15,-0.9991,1,-1.01082141652608
"ZI_W286","CD_sire","J12_dam",1,3,"fam_25",28.91,37.5,-0.3809,1,-0.386610496540352
"ZI_W314","CD_sire","J12_dam",1,7,"fam_0",30.53,0,0.8583,1,0.856502762945667
"ZI_W320","CD_sire","J12_dam",1,7,"fam_25",28.02,0,-1.0461,1,-1.05854089423673
"ZI_W321","CD_sire","J12_dam",1,7,"fam_25",28.53,87.37,-0.6275,2,-0.634924423769693
"ZI_W327","CD_sire","J12_dam",1,7,"fam_25",30.28,84.42,0.6767,1,0.674489750196082
"ZI_W329","CD_sire","J12_dam",1,7,"fam_25",28.5,0,-0.6667,2,-0.674489750196082
"ZI_W353","CD_sire","J12_dam",1,7,"fam_25",27.56,74.68,-1.4411,2,-1.46356770505629
"ZI_W397","CD_sire","J12_dam",1,7,"fam_25",29.81,81.02,0.3154,2,0.312346676983296
"ZI_W446","CC_sire","Y10_dam",1,3,"fam_28",28.03,47.64,-1.0358,2,-1.04811421610009
"ZI_W606","F41132_A_sire","F41132_1_dam",1,3,"fam_31",32,38.52,2.3687,2,2.37569523050188
"ZI_W814","CA_sire","Y17_dam",1,3,"fam_42",29.27,40.49,-0.1336,1,-0.138143017608229
"ZI_W817","CA_sire","Y17_dam",1,3,"fam_42",30.76,34.71,1.0811,1,1.07974718222901
"ZI_W823","CA_sire","Y17_dam",1,3,"fam_42",32,23.08,2.3687,1,2.37569523050188
"ZI_W824","CA_sire","Y17_dam",1,3,"fam_42",28.19,25.08,-0.9574,2,-0.968484316887792
"ZI_W838","CA_sire","Y17_dam",1,3,"fam_42",31.26,32,1.3717,2,1.37097687289897
"ZI_W902","CA_sire","Y17_dam",1,7,"fam_42",27.12,69.66,-2.0063,1,-2.07252442844965
"ZI_X013","CD_sire","D27_dam",1,3,"fam_74",29.82,27.36,0.3237,1,0.320739720967915
"ZI_X050","CD_sire","D27_dam",1,3,"fam_74",29.86,35.95,0.3448,1,0.341823030741537
"ZI_X116","CD_sire","D27_dam",1,7,"fam_74",27.04,54.78,-2.337,1,-2.49098768535023
"ZI_X172","CD_sire","D27_dam",1,7,"fam_74",27.22,29.11,-1.8757,2,-1.92571373926324
"ZI_X192","CD_sire","D27_dam",1,7,"fam_74",30.22,46.16,0.6082,1,0.605892730137948
"ZI_X200","CD_sire","C04_dam",1,3,"fam_88",29.48,62.64,0.0597,2,0.0559093619511882
"ZI_X205","CD_sire","C04_dam",1,3,"fam_88",30.18,32,0.5425,2,0.540036335334635
"ZI_X207","CD_sire","C04_dam",1,3,"fam_88",30.74,59.3,1.0565,1,1.05505258875721
"ZI_X302","CD_sire","C04_dam",1,7,"fam_88",28.61,77.49,-0.5821,1,-0.589191998573403
"ZI_X306","CD_sire","C04_dam",1,7,"fam_88",28.5,74.58,-0.6667,1,-0.674489750196082
"ZI_X317","CD_sire","C04_dam",1,7,"fam_88",28.96,86.26,-0.3258,1,-0.331262969335628
"ZI_X346","CD_sire","C04_dam",1,7,"fam_88",29.59,76.89,0.1578,1,0.154280546851203
"ZI_X350","CD_sire","C04_dam",1,7,"fam_88",32,85.34,2.3687,1,2.37569523050188
"ZI_X372","CD_sire","C04_dam",1,3,"fam_0",29.1,0,-0.243,2,-0.247992606407835
"ZI_X378","CD_sire","C04_dam",1,7,"fam_88",28.1,0,-0.9991,2,-1.01082141652608
"ZI_X382","CD_sire","C04_dam",1,7,"fam_88",27.12,56.97,-2.0063,2,-2.07252442844965
"ZI_X396","CD_sire","C04_dam",1,7,"fam_88",28.69,0,-0.5219,2,-0.528526790051901
"ZI_X403","RR03_sire","RR11_dam",1,3,"fam_89",31.4,37.75,1.464,1,1.46356770505629
"ZI_X420","RR03_sire","RR11_dam",1,3,"fam_89",31.1,51.86,1.2852,2,1.28427833081336
"ZI_X504","RR03_sire","RR11_dam",1,7,"fam_89",30.18,51.83,0.5425,2,0.540036335334635
"ZI_X519","RR03_sire","RR11_dam",1,7,"fam_89",29.87,55.78,0.3532,1,0.350298554884175
"ZI_X527","RR03_sire","RR11_dam",1,7,"fam_89",28.28,39.12,-0.8526,2,-0.862277135207436
"ZI_X573","RR03_sire","RR11_dam",1,7,"fam_89",28.48,67.19,-0.6867,1,-0.69467157355759
"ZI_X575","RR03_sire","RR11_dam",1,7,"fam_89",29.63,23.34,0.1901,1,0.186680905604862
"ZI_X580","RR03_sire","RR11_dam",1,7,"fam_89",29,54.26,-0.3029,1,-0.308158428474715
"ZI_X640","GG03_sire","GG17_dam",1,3,"fam_91",29.38,30.48,-0.0477,1,-0.0519121084794259
"ZI_X664","GG03_sire","GG17_dam",1,4,"fam_91",29.95,32.5,0.4024,1,0.399546665911726
"ZI_X822","1727_C_sire","1727_3_dam",1,3,"fam_92",30.33,24.3,0.7172,2,0.715140398915122
"ZI_X928","1727_C_sire","1727_3_dam",1,7,"fam_92",27.54,45.94,-1.4698,1,-1.49333194136054
"ZI_Y312","1727_D_sire","1727_4_dam",1,7,"fam_95",29.28,52.54,-0.1176,2,-0.122041385870038
"ZI_Y343","1727_D_sire","1727_4_dam",1,7,"fam_95",29.37,72.84,-0.0617,2,-0.065906545576651
"ZI_Y372","1727_D_sire","1727_4_dam",1,7,"fam_95",27.98,36.12,-1.0919,1,-1.10511841945218
"ZI_Y378","1727_D_sire","1727_4_dam",1,7,"fam_95",28.49,40.95,-0.6767,1,-0.684545808815392
"ZI_Y412","HH01_sire","HH01_dam",1,3,"fam_97",29.54,39.19,0.1156,2,0.111994174639077
"ZI_Y431","HH01_sire","HH01_dam",1,3,"fam_97",29.9,26.62,0.3681,1,0.365191915243078
"ZI_Y432","HH01_sire","HH01_dam",1,3,"fam_97",29.87,28.54,0.3532,1,0.350298554884175
"ZI_Y437","HH01_sire","HH01_dam",1,3,"fam_97",29.25,37.63,-0.1477,1,-0.152261243422404
"ZI_Y441","HH01_sire","HH01_dam",1,3,"fam_97",27.29,31.28,-1.771,1,-1.81149867317303
"ZI_Y477","HH01_sire","HH01_dam",1,3,"fam_97",28.88,33.63,-0.4002,2,-0.406039774612735
"ZI_Y503","HH01_sire","HH01_dam",1,4,"fam_0",28.4,0,-0.767,1,-0.775747497592327
"ZI_Y623","GG05_sire","HH05_dam",1,3,"fam_99",29.34,13.69,-0.0816,1,-0.0859216984577101
"ZI_Y665","GG05_sire","HH05_dam",1,4,"fam_99",29.29,53.05,-0.1076,1,-0.111994174639077
"ZI_Y699","GG05_sire","HH05_dam",1,4,"fam_99",29.62,42.03,0.182,2,0.178563756979462
"ZI_Y723","GG05_sire","HH05_dam",1,7,"fam_99",30.19,21.02,0.568,2,0.56561423191122
"ZI_Y776","GG05_sire","HH05_dam",1,7,"fam_99",29.23,48.95,-0.1698,2,-0.174509623751881
"ZI_Y846","NB_sire","R05_dam",1,3,"fam_104",30.59,67.84,0.9143,2,0.91257716583047
"ZI_Y923","NB_sire","R05_dam",1,7,"fam_104",29.48,51.56,0.0597,2,0.0559093619511882
"ZI_Y964","NB_sire","R05_dam",1,7,"fam_104",29.45,53.58,0.0338,1,0.0299403198247677
"ZI_Y978","NB_sire","R05_dam",1,7,"fam_104",31.6,19.43,1.6746,2,1.67492450694208
"ZI_Y996","NB_sire","R05_dam",1,7,"fam_104",29.11,37.35,-0.2348,2,-0.239768724360219
"ZI_Z067","NC_sire","R07_dam",1,4,"fam_108",31.09,48.71,1.2761,2,1.27522589201892
"ZI_Z093","NC_sire","R07_dam",1,4,"fam_108",27.6,32.65,-1.4082,1,-1.42948026900413
"ZI_Z132","NC_sire","R07_dam",1,7,"fam_108",27.52,72.51,-1.5059,1,-1.53089162940282
"ZI_Z199","NC_sire","R07_dam",1,7,"fam_0",30.54,0,0.8728,2,0.870993024563469
"ZI_Z269","ND_sire","R12_dam",1,4,"fam_110",28.84,64.68,-0.4197,1,-0.425623565888796
"ZI_Z321","ND_sire","R12_dam",1,7,"fam_110",27.71,55.13,-1.3176,1,-1.3360630608901
"ZI_Z430","ND_sire","R22_dam",1,3,"fam_112",28.37,35.89,-0.7804,2,-0.789300651871426
"ZI_Z501","ND_sire","R22_dam",1,7,"fam_112",29.34,66.92,-0.0816,1,-0.0859216984577101
"ZI_Z510","ND_sire","R22_dam",1,7,"fam_112",28.94,25.52,-0.3406,2,-0.346057685439508
"ZI_Z584","ND_sire","R22_dam",1,7,"fam_112",29.73,44.26,0.2553,2,0.252110810781277
"ZI_Z619","NC_sire","R19_dam",1,3,"fam_114",31.46,49.43,1.5376,1,1.53736553357678
"ZI_Z682","NC_sire","R19_dam",1,3,"fam_114",30.55,18.18,0.8786,2,0.876840554035961
"ZI_Z685","NC_sire","R19_dam",1,3,"fam_114",28.69,26.66,-0.5219,2,-0.528526790051901
"ZI_Z712","NC_sire","R19_dam",1,7,"fam_114",27.53,27.8,-1.4876,1,-1.5118451969964
"ZI_Z850","RR01_sire","RR05_dam",1,3,"fam_1",30.71,48.72,1.0123,2,1.01082141652608
